paragraph,familiar_1,understandable_1,word_coherence_1,coherence_1,syntax_compl_1,complexity_1,familiar_2,understandable_2,word_coherence_2,coherence_2,syntax_compl_2,complexity_2,familiar_3,understandable_3,word_coherence_3,coherence_3,syntax_compl_3,complexity_3
"Функции и модули первой категории должны быть реализованы максимально просто и универсально. Назовём их совокупность ядром системы мониторинга. Ядро должно предоставлять сотруднику, сопровождающему систему, гибкий инструментарий для построения оптимального решения стоящих перед ним задач, связанных с конкретным набором внешних объектов. Система должна позволять легко менять конкретную реализацию функций и модулей второй категории (и добавлять новые) в соответствии со стоящей задачей. Сопровождающий систему сотрудник должен иметь возможность реализовать  и использовать в системе собственные модули оповещения, вывода, сбора и анализа данных, работающие в рамках поддерживаемой и регламентируемой ядром схемы.",5,4,3,5,3,3,4,4,5,5,4,2,4,5,4,3,2,2
"Наблюдая за состязаниями бегунов, мы с помощью механического секундомера регистрируем начальное и конечное положение стрелки прибора. В итоге мы замеряем величину ее перемещения за время забега — это регистрация данных. Однако информацию о времени преодоления дистанции мы пока не получаем. Для того чтобы данные о перемещении стрелки дали информацию о времени забега, необходимо наличие метода пересчета одной физической величины в другую. Надо знать цену деления шкалы секундомера (или знать метод ее определения) и надо также знать, как умножается цена деления прибора на величину перемещения, то есть надо еще обладать математическим методом умножения.",5,5,2,4,3,2,4,5,3,5,3,2,5,5,3,4,2,1
"Примером неравномерного кода может служить азбука Морзе, в  которой для каждой буквы и цифры определена последовательность  коротких и длинных сигналов. Так, букве Е соответствует короткий сигнал («точка»), а букве Ш — четыре длинных сигнала (четыре «тире»). Неравномерное кодирование позволяет повысить скорость передачи сообщений за счёт того, что наиболее часто встречающиеся в передаваемой информации символы имеют самые короткие кодовые комбинации.",5,5,3,5,3,2,5,5,5,5,2,2,5,5,3,4,1,1
"При параллельном варианте лексический анализ текста исходной программы выполняется поэтапно. Лексический анализатор выделяет очередную лексему в исходном тексте и сразу передает ее синтаксическому анализатору. После того, как синтаксический анализатор успешно выполнит разбор очередной законченной конструкции исходного языка (обычно такой конструкцией является отдельный оператор исходного языка), лексический анализатор помещает найденные лексемы в таблицу лексем и в таблицу идентификаторов, а затем продолжает разбор дальше в том же порядке. Параллельное взаимодействие лексического и синтаксического анализаторов строится по такой схеме.",5,5,3,5,4,3,5,5,5,5,3,2,4,4,3,4,3,2
"Почему же реляционные базы данных, тем не менее, остаются популярными и используются даже там, где, казалось бы, их использовать просто неудобно. В первую очередь благодаря наличию стандартизованного инструмента доступа и манипулирования данными в виде языка SQL  и, что коррелирует с уже озвученной причиной, огромному множеству сопутствующих средств разного назначения и степени универсальности, но ориентированных именно на работу с реляционными базами (в качестве примера можно привести конструкторы отчетов).",5,5,1,5,5,2,5,5,4,5,4,3,4,5,3,4,3,2
"Информационные объёмы векторных изображений значительно меньше информационных объёмов растровых изображений. Например, для  изображения окружности средствами растровой графики нужна информация обо всех пикселях квадратной области, в которую вписана окружность; для изображения окружности средствами векторной графики требуются только координаты одной точки (центра) и радиус. Ещё одно достоинство векторных изображений — возможность их масштабирования без потери качества. Это связано с тем, что при каждом преобразовании векторного объекта старое изображение удаляется, а вместо него по имеющимся формулам строится новое, но с учётом изменённых данных.",5,5,2,5,4,2,5,5,5,5,3,1,5,5,4,4,2,1
"Графическое изображение иерархической файловой структуры называется деревом. В Windows каталоги на разных дисках могут  образовывать несколько отдельных деревьев; в Linux каталоги объединяются в одно дерево, общее для всех дисков. Древовидные иерархические структуры можно изображать вертикально и горизонтально.",5,5,2,4,2,1,5,5,4,4,2,1,5,5,3,2,1,1
"Алфавит языка — конечный набор отличных друг от друга символов, используемых для представления информации. Мощность алфавита — это количество входящих в него символов. Алфавит, содержащий два символа, называется двоичным алфавитом. Представление информации с помощью двоичного алфавита называют двоичным кодированием. Двоичное кодирование универсально, так как с его помощью может быть представлена любая информация.",5,5,3,4,1,1,5,5,5,5,2,1,5,5,3,4,1,1
"Задача построения аппроксимирующих многообразий есть задача снижения размерности, называемая также задачей моделирования многообразий. Однако если задача снижения размерности используется в качестве одного из этапов в технологии метамоделирования, а ее решение используется для редуцирования задач построения метамоделей и их оптимизации к задачам, зависящим от параметров меньшей размерности, то решения задач снижения размерности должны удовлетворять дополнительным требованиям, сформулированным в статье.",4,5,4,4,5,5,5,4,5,5,4,2,4,4,4,3,3,2
"В то же время нам хорошо знаком другой прибор, способный автоматически выполнять вычисления, — это часы. Независимо от принципа действия, все виды часов (песочные, водяные, механические, электрические, электронные и др.) обладают способностью генерировать через равные промежутки времени перемещения или сигналы и регистрировать возникающие при этом изменения, то есть выполнять автоматическое суммирование сигналов или перемещений. Этот принцип прослеживается даже в солнечных часах, содержащих только устройство регистрации (роль генератора выполняет система Земля — Солнце).",5,5,2,3,5,1,5,5,5,5,3,1,5,5,3,4,2,1
"Возможности современных компьютеров по хранению больших массивов данных и осуществлению в них быстрого поиска положены в основу разработки компьютерных словарей и программ-переводчиков. В обычном словаре, содержащем несколько сотен страниц, поиск нужного слова является длительным и трудоёмким процессом. Компьютерные словари обеспечивают мгновенный поиск словарных статей. Многие словари предоставляют пользователям возможность прослушивания слов в исполнении носителей языка.",5,5,3,4,2,1,5,5,5,4,2,2,5,5,4,3,1,1
"Любая программа благодаря тому, что реализует некий известный алгоритм работы, может быть полностью проверена при ограничении входного набора данных. Однако это утверждение правомерно только для тривиальных либо некоторых специальных случаев ПО. Ресурсы, выделяемые на тестирование, в большинстве случаев недостаточны для обеспечения полного тестового покрытия программы. Возникает задача классификации частей программного кода для того, чтобы выделить участки, наиболее вероятно содержащие ошибки.",5,5,1,5,3,2,5,4,1,3,3,2,5,5,3,4,2,1
"Главным и трудно предсказуемым источником опасности является противоправная террористическая и криминальная деятельность отдельных людей, террористических или преступных групп и сообществ, а в отдельных случаях и государств, порождающая ""террористические и криминальные угрозы"". Большинство систем обеспечения безопасности создается для противодействия именно террористическим и криминальным угрозам. К ним относятся и системы обеспечения транспортной безопасности.",5,5,3,5,4,2,5,5,4,5,3,2,4,5,4,3,2,1
"Нанотехнологическая информатика позволяет повысить эффективность взаимодействия исследовательских центров и промышленности. В частности, поставки наноматериалов могут дополняться сертификатами, содержащими информацию об их структуре и характеристиках. Использование систем моделирования позволит предсказать особенности процесса производства и учесть эти особенности при проектировании и разработке технологических процессов.",5,5,1,4,2,3,5,5,2,4,2,2,3,5,3,3,2,2
"Программное обеспечение этого уровня взаимодействует как с программами базового уровня, так и с программами системного уровня. Основное назначение служебных программ (их также называют утилитами) состоит в автоматизации работ по проверке, наладке и настройке компьютерной системы. Во многих случаях они используются для расширения или улучшения функций системных программ. Некоторые служебные программы (как правило, это программы обслуживания) изначально включают в состав операционной системы, но большинство служебных программ являются для операционной системы внешними и служат для расширения ее функций.",5,5,2,5,3,2,5,5,5,5,3,1,4,5,4,4,1,1
"Показатель масштабирования следует ассоциировать с потенциалом АИС по емкости автоматизированного обслуживания пользовательских подключений и по функциональной насыщенности эксплуатируемого прикладного ПО. Строго определить масштабирование по указанным ориентирам едва ли возможно, хотя бы потому, что насыщенность информационной отдачи прикладного ПО не характеризуется количественными показателями. Однако руководствоваться качественным определением масштабирования, признавая его полным либо неполным, вполне возможно.",3,3,2,3,3,4,4,5,3,5,3,2,4,3,4,3,2,2
"Обработку данных компьютер проводит в соответствии с программой —  последовательностью команд,  которые необходимо  выполнить  над данными для решения поставленной задачи. Как и данные, программы представляются в компьютере в виде двоичного кода. Программно управляемым устройством компьютер называется потому, что его работа осуществляется под управлением установленных на нём программ. Это программный принцип работы компьютера.",5,5,3,4,2,2,5,5,5,5,3,1,5,5,4,5,1,1
"Таким образом, в работе предложены алгоритмы, позволяющие найти объем выборки, необходимый для прогнозирования нестационарного временного ряда на заданный горизонт времени с заданной точностью (CHS). На этой основе алгоритмом EFD строится прогноз ВПФР на указанном промежутке времени, что позволяет найти прогноз первого момента (FMF) и найти прогноз самого ряда на указанный промежуток. Предложен также алгоритм CHF нахождения максимального горизонта прогноза, строящегося на основе выборки заданного объема и с заданной точностью.",3,4,2,3,4,4,3,3,4,5,3,2,4,4,4,3,2,3
"В статье приводится определение канонической формы таблицы, под которой понимается отношение в терминах реляционных баз данных. Авторы определяют, что такая таблица, изображенная в двумерном ""матричном"" виде, имеет каноническую компоновку. Ими предлагается метод интерпретации таблиц, которые содержатся в документах (спецификациях), используемых в строительной промышленности. Метод предназначен для канонизации таких таблиц, т.е. преобразования их к канонической форме. Для этого Douglas и др. предлагают использовать обработку естественного языка. В частности, для разделения табличных заголовков и данных, а также для отнесения заголовков к определенным доменам, предлагается использовать онтологию предметной области (подъязык спецификаций строительной промышленности).",5,5,2,4,3,4,4,5,4,5,4,2,4,5,3,4,2,2
"Самый низкий уровень программного обеспечения представляет базовое программное обеспечение. Оно отвечает за взаимодействие с базовыми аппаратными средствами. Как правило, базовые программные средства непосредственно входят в состав базового оборудования и хранятся в специальных микросхемах, называемых постоянными запоминающими устройствами. Программы и данные записываются в микросхемы ПЗУ на этапе производства и не могут быть изменены в процессе эксплуатации.",5,5,4,4,2,2,5,5,3,5,3,2,5,5,3,4,1,1
"После выделения фразеологизмов Википедии в тексте и разрешения многозначных терминов модель документа представляет собой множество терминов Википедии в пространстве меры семантической близости. В этом пространстве есть группы сильно связанных терминов, которые близки по смыслу друг к другу; встречаются и термины, удаленные от всех других терминов документа. Обычно, маргинальные термины представляют собой несущественные термины документа или даже ошибки алгоритмов выделения терминов и разрешения многозначности. Но при наличии меры семантической близости, мы можем посчитать так называемую центральность терминов текста и присвоить соответствующие веса терминам документа. Эти веса могут быть использованы в алгоритмах рубрикации текстов, информационного поиска, вычисления фасетов и так далее.",5,4,3,5,4,4,4,4,5,5,3,2,4,5,4,4,2,2
"Параграф коммутации синтаксически не отличается от параграфа коммутации компонент комплекса. Содержательный же его смысл в том, что параметры методов достаются разработчику модели от разработчиков методов такими, какими они были удобны последним, в частности, множество параметров метода может быть существенно уже множества фазовых переменных, параметров и констант компоненты, а может и совпадать или даже оказаться шире последнего. В любом случае, параграф призван указать, каким параметрам метода соответствуют те или иные фазовые переменные, параметры и константы компоненты.",4,4,2,5,4,4,4,5,3,5,4,3,3,3,4,4,2,3
"Данные различаются типами, что связано с различиями в физической природе сигналов, при регистрации которых образовались данные. В качестве средства хранения и транспортировки данных используются носители данных. Для удобства операций с данными их структурируют. Наиболее широко используются следующие структуры: линейная, табличная и иерархическая — они различаются методом адресации к данным. При сохранении данных образуются данные нового типа — адресные данные.",5,5,3,3,2,2,4,5,5,5,3,2,5,5,4,3,1,1
"Доступность информации — мера возможности получить ту или иную информацию. На степень доступности информации влияют одновременно как доступность данных, так и доступность адекватных методов для их интерпретации. Отсутствие доступа к данным или отсутствие адекватных методов обработки данных приводят к одинаковому результату: информация оказывается недоступной. Отсутствие адекватных методов для работы с данными во многих случаях приводит к применению неадекватных методов, в результате чего образуется неполная, неадекватная или недостоверная информация.",5,5,4,5,2,2,4,5,5,5,3,2,5,5,4,4,1,1
"Атаки, целью которых является компрометация механизма динамического замещения, могут осуществляться как на стадии установки модуля в программу, так и в процессе его функционирования. Одной из наиболее интересных является атака по выделению модуля из программы, направленная на получение его кода с целью дальнейшего изучения. В частности, такая атака может включать в себя обнаружение точек в программе, из которых происходит обращение к методам модуля.",5,5,3,5,3,3,4,5,5,5,3,2,5,5,4,3,2,1
"При вычислении выражения, записанного в форме тетрад, они вычисляются последовательно одна за другой, без каких-либо приоритетов. Если какой-то из операндов (или оба) в тетраде отсутствует (как в унарной операции), он заменяется признаком пустого операнда. Результат тетрады никогда опущен быть не может. Порядок вычисления тетрад может быть изменен только явно с помощью специальных тетрад, вызывающих переходы по последовательности тетрад вперед или назад. Тетрады записываются в линейной последовательности, поэтому их легко преобразовать в последовательность команд объектной программы, либо в язык ассемблера, но в отличие от языка ассемблера, тетрады не зависят от архитектуры вычислительной системы, для которой ведется компиляция, и являются машинно-независимым представлением программ. Некоторые сложности при работе с тетрадами могут возникать потому, что у вычислительных машин редко встречаются трехадресные системы команд.",5,5,2,4,3,4,3,4,5,5,4,3,5,5,4,5,3,2
"С другой стороны, при работе с сервисами MathСloud накладные расходы на один вызов уже сравнимы с запуском системы Maxima (как консольного приложения). Да и корректное взаимодействие с постоянно запущенными процессами Maxima требовало довольно сложного программного кода. Оказалось целесообразнее использовать пакетный режим работы с Maxima. Также упрощается отмена заданий, так как достаточно просто завершить сам процесс системы компьютерной алгебры. Кроме того, на основе накопленного опыта применения Maxima, оказалось, что обработку результатов расчетов удобнее также делать в Maxima и передавать данные между вызовами с помощью файлов в ""родных"" форматах системы. Таким образом, отпадала необходимость в большей части функциональности сервисов, обладающих внутренним состоянием, и стало возможно заменить их предельно простыми сервисами командной строки, обменивающимися файлами с данными и результатами.",5,5,2,3,3,5,3,5,4,5,3,2,4,5,4,3,2,2
"Однако при переходе от одного иерархического уровня моделирования к другому необходимо использовать различные характеристики системы. Описание моделируемого объекта с помощью шредингеровских моделей строится на языке волновых функций. При переходе на более высокий уровень иерархии, например, классической молекулярной динамики, атомы уже рассматриваются как классические частицы. При переходе к макроскопическому уровню существенны не только средние значения характеристик системы, но и их отклонения. Использование разнообразных моделей позволяет учесть особенности наноразмерных систем на всех уровнях проектирования. В связи с вышеизложенным при моделировании наносистем приобретают важное значение программные комплексы, обеспечивающие многомасштабное моделирование.",5,3,2,4,3,4,3,4,3,5,3,2,3,4,3,3,2,3
"Как и все сложные системы, сложные программы имеют иерархическую структуру, а уровни их иерархии отражают различные уровни абстракции, следующие друг из друга, но не тождественные друг другу. Эти уровни соответствуют взаимозависимым подсистемам, которые сами могут иметь сложную, иерархическую структуру. На этапе проектирования широко применяется метод “разделяй и властвуй”. При проектировании сложных программных комплексов их обычно стараются разложить на некоторое число относительно небольших подсистем, каждую из которых можно отладить независимо от других (“автономно”). Основная сложность проектирования – определить основания для разделения общей системы на составляющие ее подсистемы. Выбор подсистем часто зависит от разработчика и существенно влияет как на сложность процесса проектирования, так и на конечное качество программного продукта. Такое разложение называется декомпозицией программы.",5,5,3,4,3,3,5,4,5,5,3,2,5,5,4,4,2,1
Одним из наиболее развитых проектов в области нанотехнологической информатики является проект Nanohub. Работы по этому проекту были начаты в 2002 при поддержке Национального научного фонда США с целью создания национального ресурса для моделирования в области нанотехнологий. Также среди задач было создание сети пользователей в области нанотехнологий. Для создания облачных вычислений в качестве базового программного обеспечения было использовано HUBzero. В основном в проекте используются программы с открытым исходным кодом за исключением ряда лицензионных программ. Предусмотрены также средства визуализации и хранения данных. В настоящее время этим сервисом пользуется свыше 195 тысяч пользователей.,5,5,2,4,2,3,4,5,5,5,2,2,4,5,3,3,1,1
"Одним из лучших инструментов для автоматического построения лексических анализаторов является программа Lex, осуществляющая построение программы анализатора на основе обработки спецификаций, использующих регулярные выражения. Обработка ведется на основе концепции конечного автомата, диаграмма состояний которого описывается регулярными выражениями. Первоначально эта программа была создана как компонент операционной системы UNIX, однако сейчас имеется множество ее вариантов, работающих в различных операционных системах, в том числе, в системах MS-DOS и Microsoft Windows. Схема использования программы Lex представляет собой трехшаговый алгоритм.",5,4,1,4,3,4,4,5,5,5,3,2,4,5,3,4,2,2
"Дальнейшее эффективное развитие нанотехнологий зависит от возможностей эффективного накопления, обработки и обмена информацией, полученной в области нанотехнологий. Нанотехнологическая информатика позволяет использовать потенциал, накопленный в современных информационных технологиях, для проведения научных исследований, организации эффективного производства наносистем, а также обеспечения безопасности нанотехнологий для окружающей среды и потребителя. Нанотехнологическая информатика позволяет повысить эффективность работы во всех областях нанотехнологий за счет использования возможностей современных информационных технологий.",5,5,3,4,4,3,4,5,4,5,3,2,4,4,5,3,2,2
"Видеопроцеcсор несколько десятков раз в секунду cчитывает содержимое видеопамяти и передаёт его на монитор, который превращает полученные данные в видимое человеком изображение. Частота обновления экрана (количество обновлений экрана в секунду) измеряется в герцах (Гц). Комфортная работа пользователя, при которой он не замечает мерцания экрана, возможна при частоте обновления экрана не менее 75 Гц.",5,5,2,5,2,2,5,5,4,5,2,2,5,5,4,4,1,1
"Если алгоритмическая декомпозиция концентрируется на последовательности происходящих событий, то декомпозиция по объектам фиксируется на этих объектах и на событиях, происходящих в системе и вызывающих действия. Сам процесс, выполняемый в программе, описывается в терминах посылки сообщений от объекта другим объектам. В последнее время объектно-ориентированный подход рассматривается, как более предпочтительный. Объектно-ориентированные системы более открыты и легче поддаются модернизации. На основе объектно-ориентированной декомпозиции сложные программные системы удается строить путем эволюционного развития небольших подсистем.",5,5,3,4,4,3,5,5,4,5,3,2,4,5,4,4,2,2
"Многие системы управления базами данных дополнительно предоставляют возможности проведения простейшего анализа данных и их обработки. В результате возможно создание новых таблиц баз данных на основе имеющихся. В связи с широким распространением сетевых технологий к современным системам управления базами данных предъявляется также требование возможности работы с удаленными и распределенными ресурсами, находящимися на серверах всемирной компьютерной сети.",5,5,2,3,3,3,5,5,4,5,2,2,4,5,3,4,1,1
"Блок клиентской части инструментальной системы, ответственный за организацию имитационных экспериментов, должен с помощью существующих интеграционных технологий вызывать как локальные, так и удаленные компоненты модели по их известным адресам, передавая им необходимые характеристики из базы данных модели и принимая от них обратно в базу обработанные характеристики. Служебные методы, предоставляемые системой, также должны быть рассчитаны как на локальное, так и на удаленное использование. На этапе имитационного эксперимента рабочая станция, проводящая эксперимент, работает напрямую, минуя серверы, с рабочими станциями, содержащими используемые в модели компоненты. Как и в современных пиринговых сетях, серверы здесь нужны лишь на этапе поиска партнеров.",5,4,1,3,4,5,4,4,5,5,3,2,4,3,4,3,4,4
"Согласно сказанному ранее, у мобильных порталов в режиме эксплуатации ресурс сетевого обращения практически совпадает с ресурсом полезных данных, реализуемых в СУБД на основании потребительских метаданных. На этапе конструирования портала легко доступны средства, позволяющие инструктору модулировать метаданные с учетом разумных ограничений на потенциал возможной выгрузки данных в пределах отдельно взятого модуля. Поэтому режим реального времени эксплуатации полезных данных и потребительских метаданных посредством мобильного  портала соблюдается неукоснительно во всей полноте обращаемого ресурса с учетом динамически подключаемой криптографической защиты на протяжении всего сеанса обслуживания пользователя.",4,2,1,2,5,5,4,5,5,5,3,2,4,2,5,4,4,4
"Для лиц, в силу своего должностного положения обязанных принимать ответственные решения на основе информации, поступающей из многочисленных информационных систем, отсутствие семантической интероперабельности систем формирует нетранспорентное, неадекватное, неактуальное, и, следовательно, искаженное восприятие действительности. В какой степени принятые при этом решения будут соответствовать требуемым и своевременно и правильно поняты и выполнены.",4,4,2,4,4,3,5,5,4,5,4,2,4,4,2,3,2,2
"Разработка может вестись коллективом разработчиков новых продуктов. Сопровождение может передаваться другому коллективу, может быть другой организации. Использование программных продуктов часто ведется совсем другими людьми. Фаза разработки предшествует двум другим фазам, которые проходят во времени параллельно друг другу. Для больших и длительно используемых программ фазу сопровождения иногда называют фазой продолжающейся разработки. Необходимость сопровождения объясняется двумя причинами. Во-первых, в большой программе всегда имеется некоторое количество ошибок, которые не выявляются при тестировании. Во-вторых, программа должна развиваться: появляются новые потребности, пожелания, к вычислительным машинам подключаются новые виды внешних устройств, с которыми программа должна научиться взаимодействовать.",5,5,1,2,3,5,5,4,4,5,4,2,5,5,3,4,2,2
"По аппаратной совместимости различают так называемые аппаратные платформы. В области персональных компьютеров сегодня наиболее широко распространены две аппаратные платформы — IBM PC и Apple Macintosh. Кроме них существуют и другие платформы, распространенность которых ограничивается отдельными регионами или отдельными отраслями. Принадлежность компьютеров к одной аппаратной платформе повышает совместимость между ними, а принадлежность к разным платформам — понижает.",5,5,3,4,2,2,5,5,4,5,2,1,5,5,3,4,1,1
